device,t,w,h,p1,p25,p10
DeviceB,"21/04/29,07:36:18",1,S,40,7,21
DeviceB,"21/04/29,07:43:00",1,W,14,107,29
DeviceB,"21/04/29,07:51:05",4,W,11,9,41
DeviceB,"21/04/29,07:57:47",0,SW,5,49,7
DeviceB,"21/04/29,08:04:29",7,W,27,74,10
DeviceB,"21/04/29,08:11:11",0,W,51,44,62
DeviceB,"21/04/29,08:17:53",1,W,33,32,69
DeviceB,"21/04/29,08:24:35",1,W,20,51,97
DeviceB,"21/04/29,08:31:17",1,SE,23,39,34
DeviceB,"21/04/29,08:38:00",1,W,28,22,103
DeviceB,"21/04/29,08:44:42",2,W,2,16,24
DeviceB,"21/04/29,08:51:24",0,SW,16,55,35
DeviceB,"21/04/29,08:58:06",2,SE,22,14,134
DeviceB,"21/04/29,09:04:48",7,NW,24,15,5
DeviceB,"21/04/29,09:11:30",1,SW,22,64,6143
DeviceB,"21/04/29,09:18:12",4,SW,117,25,28
DeviceB,"21/04/29,09:26:17",3,W,0,39,35
DeviceB,"21/04/29,09:32:59",2,NW,26,30,93
DeviceB,"21/04/29,09:39:41",3,E,28,18,94
DeviceB,"21/04/29,09:46:23",8,NW,60,55,20
DeviceB,"21/04/29,09:53:05",6,W,57,34,137
DeviceB,"21/04/29,09:59:47",4,W,22,43,7
DeviceB,"21/04/29,10:06:29",1,W,0,23,26
DeviceB,"21/04/29,10:13:11",0,W,16,63,27
DeviceB,"21/04/29,10:19:53",2,NE,22,25,123
DeviceB,"21/04/29,10:26:35",2,W,20,128,72
DeviceB,"21/04/29,10:33:18",2,SW,95,31,0
DeviceB,"21/04/29,10:40:00",1,SE,25,35,60
DeviceB,"21/04/29,10:46:42",1,NW,18,29,73
DeviceB,"21/04/29,10:53:24",1,E,15,43,75
DeviceB,"21/04/29,11:01:28",9,W,32,0,15
DeviceB,"21/04/29,11:08:10",3,W,18,17,13
DeviceB,"21/04/29,11:14:52",14,W,9,10,48
DeviceB,"21/04/29,11:21:34",7,W,18,33,20
DeviceB,"21/04/29,11:28:16",0,W,6105,42,90
DeviceB,"21/04/29,11:34:58",3,SW,27,11,21
DeviceB,"21/04/29,11:41:40",2,W,13,13,25
DeviceB,"21/04/29,11:48:22",1,W,21,23,302
DeviceB,"21/04/29,11:55:04",2,W,72,38,6297
DeviceB,"21/04/29,12:01:46",2,SE,18,88,115
DeviceB,"21/04/29,12:08:27",2,W,33,177,37
DeviceB,"21/04/29,12:15:09",2,SE,23,33,74
DeviceB,"21/04/29,12:21:51",4,NW,30,0,163
DeviceB,"21/04/29,12:28:33",1,W,16,27,167
DeviceB,"21/04/29,12:36:37",0,SW,30,28,78
DeviceB,"21/04/29,12:43:19",3,NE,18,29,184
DeviceB,"21/04/29,12:50:01",9,SW,7,89,24
DeviceB,"21/04/29,12:56:43",2,NW,20,15,34
DeviceB,"21/04/29,13:03:24",1,E,30,30,62
DeviceB,"21/04/29,13:10:06",8,NE,8,19,22
DeviceB,"21/04/29,13:16:48",1,N,38,39,37
DeviceB,"21/04/29,13:23:30",1,N,18,107,20
DeviceB,"21/04/29,13:30:11",12,E,4,15,51
DeviceB,"21/04/29,13:36:53",2,W,24,35,5
DeviceB,"21/04/29,13:43:35",2,S,7,22,21
DeviceB,"21/04/29,13:50:16",2,W,20,22,53
DeviceB,"21/04/29,13:56:58",4,E,31,14,27
DeviceB,"21/04/29,14:03:40",4,W,14,66,28
DeviceB,"21/04/29,14:11:44",2,SW,9,21,70
DeviceB,"21/04/29,14:18:25",0,W,60,49,6345
DeviceB,"21/04/29,14:25:07",2,W,18,22,62
DeviceB,"21/04/29,14:31:49",0,W,64,6,26
DeviceB,"21/04/29,14:38:30",0,SW,6188,31,60
DeviceB,"21/04/29,14:45:12",3,NE,25,16,0
DeviceB,"21/04/29,14:51:53",2,W,15,152,53
DeviceB,"21/04/29,14:58:35",4,NW,78,26,45
DeviceB,"21/04/29,15:05:16",10,W,25,41,6025
DeviceB,"21/04/29,15:11:58",1,S,10,14,42
DeviceB,"21/04/29,15:18:39",0,W,18,5,19
DeviceB,"21/04/29,15:25:21",10,SW,22,42,14
DeviceB,"21/04/29,15:32:02",15,NE,18,6,57
DeviceB,"21/04/29,15:38:44",2,NW,13,20,62
DeviceB,"21/04/29,15:46:48",6,SW,18,122,7
DeviceB,"21/04/29,15:53:29",12,SE,0,22,11
DeviceB,"21/04/29,16:00:11",1,W,50,6203,80
DeviceB,"21/04/29,16:06:52",1,W,90,37,24
DeviceB,"21/04/29,16:13:34",2,E,16,21,38
DeviceB,"21/04/29,16:20:15",2,W,21,16,69
DeviceB,"21/04/29,16:26:57",6,S,6,31,73
DeviceB,"21/04/29,16:33:38",1,W,21,0,141
DeviceB,"21/04/29,16:40:20",0,SE,14,135,54
DeviceB,"21/04/29,16:47:01",12,SE,27,13,32
DeviceB,"21/04/29,16:53:43",1,W,6,5,6143
DeviceB,"21/04/29,17:00:24",4,SE,113,161,5
DeviceB,"21/04/29,17:07:06",0,W,12,22,233
DeviceB,"21/04/29,17:13:47",0,W,17,41,28
DeviceB,"21/04/29,17:21:51",0,NW,26,40,111
DeviceB,"21/04/29,17:28:33",2,W,26,27,62
DeviceB,"21/04/29,17:35:14",3,SW,0,84,58
DeviceB,"21/04/29,17:41:56",4,NE,6,52,95
DeviceB,"21/04/29,17:48:37",0,W,19,196,118
DeviceB,"21/04/29,17:55:19",2,W,34,43,16
DeviceB,"21/04/29,18:02:00",0,W,13,18,51
DeviceB,"21/04/29,18:08:42",16,E,25,29,60
DeviceB,"21/04/29,18:15:23",4,SE,39,54,44
DeviceB,"21/04/29,18:22:05",1,E,11,7,16
DeviceB,"21/04/29,18:28:46",3,W,6,35,123
DeviceB,"21/04/29,18:35:27",1,W,29,30,14
DeviceB,"21/04/29,18:42:09",3,NW,66,35,8
DeviceB,"21/04/29,18:48:50",1,SE,29,15,30
DeviceB,"21/04/29,18:56:54",4,W,33,116,63
DeviceB,"21/04/29,19:03:36",7,W,41,26,63
DeviceB,"21/04/29,19:10:17",8,W,21,52,44
DeviceB,"21/04/29,19:16:58",2,W,18,27,64
DeviceB,"21/04/29,19:23:40",7,W,33,6083,23
DeviceB,"21/04/29,19:30:21",3,NW,45,24,21
DeviceB,"21/04/29,19:37:02",13,SE,22,87,6
DeviceB,"21/04/29,19:43:44",2,W,28,7,30
DeviceB,"21/04/29,19:50:25",3,NE,10,28,11
DeviceB,"21/04/29,19:57:06",2,W,72,51,18
DeviceB,"21/04/29,20:03:48",3,W,24,32,10
DeviceB,"21/04/29,20:10:29",2,S,33,35,22
DeviceB,"21/04/29,20:17:10",2,SE,25,23,110
DeviceB,"21/04/29,20:23:52",0,W,16,6039,8
DeviceB,"21/04/29,20:31:56",2,E,23,0,33
DeviceB,"21/04/29,20:38:37",2,SE,34,29,217
DeviceB,"21/04/29,20:45:18",1,SE,66,71,35
DeviceB,"21/04/29,20:51:59",1,NW,33,139,14
DeviceB,"21/04/29,20:58:41",2,W,29,27,45
DeviceB,"21/04/29,21:05:22",0,W,15,8,34
DeviceB,"21/04/29,21:12:03",0,W,30,10,11
DeviceB,"21/04/29,21:18:45",2,E,21,61,44
DeviceB,"21/04/29,21:25:26",3,E,22,44,11
DeviceB,"21/04/29,21:32:07",4,W,55,31,54
DeviceB,"21/04/29,21:38:48",1,SE,0,23,47
DeviceB,"21/04/29,21:45:30",1,E,6113,48,78
DeviceB,"21/04/29,21:52:11",1,W,27,27,8
DeviceB,"21/04/29,21:58:52",6,W,24,21,19
DeviceB,"21/04/29,22:06:56",3,W,5904,27,45
DeviceB,"21/04/29,22:13:37",6,SE,14,21,99
DeviceB,"21/04/29,22:20:19",10,E,22,127,91
DeviceB,"21/04/29,22:27:00",0,W,72,17,11
DeviceB,"21/04/29,22:33:41",10,SW,29,71,36
DeviceB,"21/04/29,22:40:22",0,SW,25,140,79
DeviceB,"21/04/29,22:47:04",3,SW,25,119,78
DeviceB,"21/04/29,22:53:45",1,W,11,9,52
DeviceB,"21/04/29,23:00:26",9,NW,31,141,16
DeviceB,"21/04/29,23:07:08",0,NW,14,11,27
DeviceB,"21/04/29,23:13:49",2,SW,6,7,58
DeviceB,"21/04/29,23:20:30",1,W,16,80,23
DeviceB,"21/04/29,23:27:11",0,SW,44,46,46
DeviceB,"21/04/29,23:33:53",6,S,30,22,145
DeviceB,"21/04/29,23:41:56",1,W,17,24,75
DeviceB,"21/04/29,23:48:38",1,NE,18,31,37
DeviceB,"21/04/29,23:55:19",1,NW,70,43,53
DeviceB,"21/04/30,00:02:00",0,E,25,37,92
DeviceB,"21/04/30,00:08:41",3,E,17,26,39
DeviceB,"21/04/30,00:15:23",2,S,46,15,54
DeviceB,"21/04/30,00:22:04",2,W,33,55,72
DeviceB,"21/04/30,00:28:45",1,W,25,62,104
DeviceB,"21/04/30,00:35:26",4,W,13,37,13
DeviceB,"21/04/30,00:42:07",1,W,20,0,42
DeviceB,"21/04/30,00:48:49",0,NW,19,42,56
DeviceB,"21/04/30,00:55:30",0,W,7,29,44
DeviceB,"21/04/30,01:02:11",1,W,19,9,44
DeviceB,"21/04/30,01:08:52",3,E,25,6,15
DeviceB,"21/04/30,01:16:56",14,NW,28,27,103
DeviceB,"21/04/30,01:23:38",9,NE,25,8,13
DeviceB,"21/04/30,01:30:19",0,W,22,57,25
DeviceB,"21/04/30,01:37:00",1,SW,5,13,107
DeviceB,"21/04/30,01:43:42",0,W,94,33,102
DeviceB,"21/04/30,01:50:23",3,W,20,81,61
DeviceB,"21/04/30,01:57:05",3,W,42,114,10
DeviceB,"21/04/30,02:03:46",1,NW,18,23,125
DeviceB,"21/04/30,02:10:28",3,NW,31,28,48
DeviceB,"21/04/30,02:17:10",2,NW,12,2,43
DeviceB,"21/04/30,02:23:51",1,W,18,135,62
DeviceB,"21/04/30,02:30:33",0,SW,60,19,26
DeviceB,"21/04/30,02:37:14",22,NW,26,43,57
DeviceB,"21/04/30,02:43:56",2,S,31,33,13
DeviceB,"21/04/30,02:52:00",2,NE,64,25,12
DeviceB,"21/04/30,02:58:42",8,W,5,60,16
DeviceB,"21/04/30,03:05:23",3,SE,22,9,16
DeviceB,"21/04/30,03:12:05",0,NW,20,35,28
DeviceB,"21/04/30,03:18:47",1,W,32,26,26
DeviceB,"21/04/30,03:25:28",6,S,15,6128,97
DeviceB,"21/04/30,03:32:10",3,W,38,44,48
DeviceB,"21/04/30,03:38:52",15,W,33,0,6010
DeviceB,"21/04/30,03:45:34",4,SE,11,25,83
DeviceB,"21/04/30,03:52:15",4,NW,23,11,54
DeviceB,"21/04/30,03:58:57",2,W,25,0,37
DeviceB,"21/04/30,04:05:39",4,W,72,37,10
DeviceB,"21/04/30,04:12:20",0,W,5,150,9
DeviceB,"21/04/30,04:19:02",2,W,21,28,29
DeviceB,"21/04/30,04:27:07",8,W,25,56,51
DeviceB,"21/04/30,04:33:48",1,W,81,19,12
DeviceB,"21/04/30,04:40:30",3,NE,20,18,19
DeviceB,"21/04/30,04:47:12",3,SW,27,135,43
DeviceB,"21/04/30,04:53:54",1,W,6083,100,10
DeviceB,"21/04/30,05:00:36",1,SW,36,11,44
DeviceB,"21/04/30,05:07:18",4,W,24,50,82
DeviceB,"21/04/30,05:13:59",0,NW,24,0,87
DeviceB,"21/04/30,05:20:41",10,SE,20,18,130
DeviceB,"21/04/30,05:27:23",2,W,32,15,56
DeviceB,"21/04/30,05:34:05",1,W,26,16,69
DeviceB,"21/04/30,05:40:47",1,E,0,33,30
DeviceB,"21/04/30,05:47:28",2,N,0,32,46
DeviceB,"21/04/30,05:54:10",2,W,53,5932,143
DeviceB,"21/04/30,06:02:15",3,W,33,38,14
DeviceB,"21/04/30,06:08:57",0,SE,0,17,98
DeviceB,"21/04/30,06:15:39",1,W,21,30,46
DeviceB,"21/04/30,06:22:20",0,NW,32,23,21
DeviceB,"21/04/30,06:29:02",3,N,22,51,48
DeviceB,"21/04/30,06:35:44",0,NW,25,62,55
DeviceB,"21/04/30,06:42:26",7,W,31,140,17
DeviceB,"21/04/30,06:49:08",1,NE,19,20,41
DeviceB,"21/04/30,06:55:50",0,SE,22,36,73
DeviceB,"21/04/30,07:02:32",0,S,0,0,25
DeviceB,"21/04/30,07:09:14",0,W,22,36,36
DeviceB,"21/04/30,07:15:56",1,W,9,31,7
DeviceB,"21/04/30,07:22:38",1,NW,21,67,122
DeviceB,"21/04/30,07:29:20",3,S,8,214,19
DeviceB,"21/04/30,07:37:24",1,NW,19,32,36
DeviceB,"21/04/30,07:44:06",1,S,87,191,74
DeviceB,"21/04/30,07:50:48",0,W,20,32,41
DeviceB,"21/04/30,07:57:30",2,W,6345,115,19
DeviceB,"21/04/30,08:04:12",0,W,19,31,31
DeviceB,"21/04/30,08:10:54",1,W,26,26,32
DeviceB,"21/04/30,08:17:36",2,W,29,15,42
DeviceB,"21/04/30,08:24:18",3,W,7,0,57
DeviceB,"21/04/30,08:31:00",2,SW,69,43,135
DeviceB,"21/04/30,08:37:42",1,SE,123,88,65
DeviceB,"21/04/30,08:44:24",1,E,13,140,8
DeviceB,"21/04/30,08:51:06",0,W,51,55,34
DeviceB,"21/04/30,08:57:48",2,W,22,5,209
DeviceB,"21/04/30,09:04:30",2,E,4,26,44
DeviceB,"21/04/30,09:12:35",4,W,17,0,9
DeviceB,"21/04/30,09:19:17",1,E,24,89,40
DeviceB,"21/04/30,09:25:59",6,NW,8,20,39
DeviceB,"21/04/30,09:32:41",0,NW,20,43,73
DeviceB,"21/04/30,09:39:23",0,SE,36,45,60
DeviceB,"21/04/30,09:46:05",0,W,40,79,30
DeviceB,"21/04/30,09:52:46",0,SE,0,44,60
DeviceB,"21/04/30,09:59:28",4,W,14,23,30
DeviceB,"21/04/30,10:06:10",2,W,8,21,21
DeviceB,"21/04/30,10:12:52",2,SE,51,155,56
DeviceB,"21/04/30,10:19:34",1,W,16,26,62
DeviceB,"21/04/30,10:26:16",2,SE,20,20,24
DeviceB,"21/04/30,10:32:58",2,E,19,34,18
DeviceB,"21/04/30,10:39:41",1,SW,4,51,30
DeviceB,"21/04/30,10:47:45",3,SE,10,68,17
DeviceB,"21/04/30,10:54:27",0,W,22,31,51
DeviceB,"21/04/30,11:01:09",0,NW,20,121,0
DeviceB,"21/04/30,11:07:51",0,W,27,17,18
DeviceB,"21/04/30,11:14:33",1,E,26,88,29
DeviceB,"21/04/30,11:21:15",3,W,22,84,22
DeviceB,"21/04/30,11:27:57",1,SW,49,34,33
DeviceB,"21/04/30,11:34:39",6,W,22,31,115
DeviceB,"21/04/30,11:41:21",8,W,19,24,200
DeviceB,"21/04/30,11:48:03",1,SW,6025,40,118
DeviceB,"21/04/30,11:54:45",0,W,13,21,0
DeviceB,"21/04/30,12:01:27",1,SE,49,31,153
DeviceB,"21/04/30,12:08:09",9,W,12,16,116
DeviceB,"21/04/30,12:14:51",9,E,57,34,14
DeviceB,"21/04/30,12:22:55",1,E,36,6234,43
DeviceB,"21/04/30,12:29:37",1,NW,8,21,46
DeviceB,"21/04/30,12:36:19",12,SW,19,26,61
DeviceB,"21/04/30,12:43:01",8,E,7,6,92
DeviceB,"21/04/30,12:49:42",3,NW,13,30,33
DeviceB,"21/04/30,12:56:24",1,W,26,90,34
DeviceB,"21/04/30,13:03:06",1,S,18,22,41
DeviceB,"21/04/30,13:09:48",0,W,11,7,121
DeviceB,"21/04/30,13:16:29",0,E,34,51,40
DeviceB,"21/04/30,13:23:11",1,W,42,43,64
DeviceB,"21/04/30,13:29:53",3,W,2,17,24
DeviceB,"21/04/30,13:36:34",9,NW,112,32,24
DeviceB,"21/04/30,13:43:16",0,W,5,62,40
DeviceB,"21/04/30,13:49:58",2,W,6,99,66
DeviceB,"21/04/30,13:58:02",8,NW,6345,7,516
DeviceB,"21/04/30,14:04:44",1,W,38,36,20
DeviceB,"21/04/30,14:11:25",14,W,30,26,17
DeviceB,"21/04/30,14:18:07",7,W,19,15,53
DeviceB,"21/04/30,14:24:48",8,SW,27,34,50
DeviceB,"21/04/30,14:31:30",7,E,10,5,27
DeviceB,"21/04/30,14:38:11",0,E,9,120,65
DeviceB,"21/04/30,14:44:53",0,E,70,32,18
DeviceB,"21/04/30,14:51:34",0,SE,6,6143,6143
DeviceB,"21/04/30,14:58:16",2,NW,34,12,22
DeviceB,"21/04/30,15:04:58",1,S,28,22,25
DeviceB,"21/04/30,15:11:39",0,E,14,7,143
DeviceB,"21/04/30,15:18:21",0,SW,33,44,28
DeviceB,"21/04/30,15:25:02",1,SW,25,39,61
DeviceB,"21/04/30,15:33:06",2,S,27,22,13
DeviceB,"21/04/30,15:39:48",3,W,49,31,51
DeviceB,"21/04/30,15:46:29",3,NW,24,46,40
DeviceB,"21/04/30,15:53:11",4,W,20,33,70
DeviceB,"21/04/30,15:59:52",6,S,25,8,21
DeviceB,"21/04/30,16:06:34",7,W,31,6143,63
DeviceB,"21/04/30,16:13:15",25,E,24,39,6
DeviceB,"21/04/30,16:19:57",3,W,3,30,39
DeviceB,"21/04/30,16:26:38",9,SW,1188,17,19
DeviceB,"21/04/30,16:33:20",3,W,18,32,98
DeviceB,"21/04/30,16:40:01",1,W,19,15,67
DeviceB,"21/04/30,16:46:43",0,W,17,13,0
DeviceB,"21/04/30,16:53:24",1,W,14,20,10
DeviceB,"21/04/30,17:00:06",1,W,40,35,20
DeviceB,"21/04/30,17:08:10",8,SW,5,28,6337
DeviceB,"21/04/30,17:14:51",7,W,29,17,61
DeviceB,"21/04/30,17:21:33",0,E,13,10,57
DeviceB,"21/04/30,17:28:14",2,NW,27,32,21
DeviceB,"21/04/30,17:34:56",2,W,15,30,22
DeviceB,"21/04/30,17:41:37",2,W,23,9,38
DeviceB,"21/04/30,17:48:19",0,SE,10,14,18
DeviceB,"21/04/30,17:55:00",8,W,16,107,41
DeviceB,"21/04/30,18:01:42",0,W,24,28,17
DeviceB,"21/04/30,18:08:23",0,W,23,26,61
DeviceB,"21/04/30,18:15:05",7,W,15,15,35
DeviceB,"21/04/30,18:21:46",1,N,13,30,187
DeviceB,"21/04/30,18:28:27",1,W,28,9,40
DeviceB,"21/04/30,18:35:09",7,N,53,27,28
DeviceB,"21/04/30,18:43:13",3,NW,9,41,17
DeviceB,"21/04/30,18:49:54",18,W,22,6361,71
DeviceB,"21/04/30,18:56:36",4,W,7,0,15
DeviceB,"21/04/30,19:03:17",3,SE,77,20,157
DeviceB,"21/04/30,19:09:59",2,E,10,16,26
DeviceB,"21/04/30,19:16:40",1,W,17,6098,18
DeviceB,"21/04/30,19:23:21",2,SW,55,6010,63
DeviceB,"21/04/30,19:30:03",0,SW,7,89,23
DeviceB,"21/04/30,19:36:44",3,W,26,21,29
DeviceB,"21/04/30,19:43:26",4,W,79,6,84
DeviceB,"21/04/30,19:50:07",1,W,24,26,66
DeviceB,"21/04/30,19:56:49",2,W,21,47,6196
DeviceB,"21/04/30,20:03:30",8,E,31,71,33
DeviceB,"21/04/30,20:10:11",3,NW,30,26,35
DeviceB,"21/04/30,20:18:15",1,E,11,8,79
DeviceB,"21/04/30,20:24:57",1,W,26,50,62
DeviceB,"21/04/30,20:31:38",2,N,0,52,10
DeviceB,"21/04/30,20:38:20",3,SW,59,51,25
DeviceB,"21/04/30,20:51:43",2,SW,24,88,31
DeviceB,"21/04/30,20:59:00",1,SW,16,11,0
DeviceB,"21/04/30,21:05:41",1,SE,15,96,44
DeviceB,"21/04/30,21:12:22",0,W,27,0,63
DeviceB,"21/04/30,21:19:04",7,SW,54,48,52
DeviceB,"21/04/30,21:25:45",6,W,25,44,136
DeviceB,"21/04/30,21:32:26",1,SW,39,26,52
DeviceB,"21/04/30,21:39:08",0,S,43,47,23
DeviceB,"21/04/30,21:45:49",1,W,0,13,144
DeviceB,"21/04/30,21:52:31",2,W,20,9,25
DeviceB,"21/04/30,21:59:12",2,W,33,28,67
DeviceB,"21/04/30,22:05:53",0,W,11,69,6266
DeviceB,"21/04/30,22:12:35",0,W,8,46,21
DeviceB,"21/04/30,22:19:16",2,NW,17,25,43
DeviceB,"21/04/30,22:27:20",0,W,5,60,27
DeviceB,"21/04/30,22:34:01",4,SW,21,45,81
DeviceB,"21/04/30,22:40:43",1,SE,21,52,47
DeviceB,"21/04/30,22:47:24",2,S,28,48,36
DeviceB,"21/04/30,22:54:05",7,N,48,6,20
DeviceB,"21/04/30,23:00:47",7,W,21,180,127
DeviceB,"21/04/30,23:07:28",3,SE,5,22,6250
DeviceB,"21/04/30,23:14:09",12,W,33,47,37
DeviceB,"21/04/30,23:20:51",4,W,21,22,74
DeviceB,"21/04/30,23:27:32",0,W,100,38,6173
DeviceB,"21/04/30,23:34:13",2,E,40,12,16
DeviceB,"21/04/30,23:40:55",3,W,26,6,86
DeviceB,"21/04/30,23:47:36",10,W,10,36,68
DeviceB,"21/04/30,23:54:17",10,SW,29,73,47
DeviceB,"21/05/01,00:02:21",10,W,20,46,13
DeviceB,"21/05/01,00:09:02",0,W,12,40,38
DeviceB,"21/05/01,00:15:44",6,S,123,6234,51
DeviceB,"21/05/01,00:22:25",6,W,11,13,25
DeviceB,"21/05/01,00:29:06",1,W,27,23,81
DeviceB,"21/05/01,00:35:47",2,SE,0,175,28
DeviceB,"21/05/01,00:42:29",1,W,50,43,18
DeviceB,"21/05/01,00:49:10",3,NW,59,41,175
DeviceB,"21/05/01,00:55:51",1,W,28,17,73
DeviceB,"21/05/01,01:02:32",1,W,6,119,25
DeviceB,"21/05/01,01:09:14",2,W,21,29,70
DeviceB,"21/05/01,01:15:55",4,W,59,16,0
DeviceB,"21/05/01,01:22:36",6,W,52,17,55
DeviceB,"21/05/01,01:29:17",0,W,37,116,20
DeviceB,"21/05/01,01:37:21",0,W,10,12,40
DeviceB,"21/05/01,01:44:03",1,W,20,51,58
DeviceB,"21/05/01,01:50:44",7,NW,82,26,30
DeviceB,"21/05/01,01:57:25",0,E,20,67,8
DeviceB,"21/05/01,02:04:07",1,S,69,16,55
DeviceB,"21/05/01,02:10:48",0,NW,27,92,98
DeviceB,"21/05/01,02:17:30",0,S,10,0,44
DeviceB,"21/05/01,02:24:11",1,W,98,249,113
DeviceB,"21/05/01,02:30:53",0,E,0,8,66
DeviceB,"21/05/01,02:37:34",2,NW,33,11,71
DeviceB,"21/05/01,02:44:16",1,NW,25,39,11
DeviceB,"80/01/06,00:01:43",2,SE,40,100,71
DeviceB,"80/01/06,00:08:24",2,W,6,9,27
DeviceB,"80/01/06,00:15:06",1,SW,37,27,16
DeviceB,"80/01/06,00:21:48",0,W,20,13,54
DeviceB,"80/01/06,00:28:29",1,W,13,122,25
DeviceB,"80/01/06,00:35:11",3,NW,35,28,11
DeviceB,"80/01/06,00:41:53",3,W,41,14,32
DeviceB,"80/01/06,00:48:34",0,SW,31,18,14
DeviceB,"80/01/06,00:55:16",2,W,23,30,24
DeviceB,"80/01/06,01:01:58",2,NW,17,32,97
DeviceB,"80/01/06,01:08:40",0,NW,103,204,58
DeviceB,"80/01/06,01:15:21",3,W,24,21,41
DeviceB,"80/01/06,01:22:03",0,W,3,16,130
DeviceB,"80/01/06,01:28:45",1,W,93,21,19
DeviceB,"80/01/06,01:36:49",0,S,9,41,39
DeviceB,"21/05/01,04:46:52",1,NW,32,30,73
DeviceB,"21/05/01,04:53:34",1,NW,0,6305,46
DeviceB,"21/05/01,05:00:16",3,W,14,97,100
DeviceB,"21/05/01,05:06:58",0,S,40,27,76
DeviceB,"21/05/01,05:13:40",2,SE,14,28,88
DeviceB,"21/05/01,05:20:22",1,W,32,50,56
DeviceB,"21/05/01,05:27:03",2,W,11,18,49
DeviceB,"21/05/01,05:33:45",3,W,23,10,8
DeviceB,"21/05/01,05:40:27",3,N,7,31,32
DeviceB,"21/05/01,05:47:09",0,E,5,8,53
DeviceB,"21/05/01,05:53:51",1,W,27,8,6
DeviceB,"21/05/01,06:00:33",3,SW,22,6,30
DeviceB,"21/05/01,06:07:15",2,SE,17,97,18
DeviceB,"21/05/01,06:15:20",7,NW,41,96,11
DeviceB,"21/05/01,06:22:01",0,W,3,33,24
DeviceB,"21/05/01,06:28:43",2,W,58,10,31
DeviceB,"21/05/01,06:35:25",1,W,74,112,34
DeviceB,"21/05/01,06:42:07",3,SE,22,35,113
DeviceB,"21/05/01,06:48:49",2,SW,21,7,19
DeviceB,"21/05/01,06:55:31",2,W,10,22,11
DeviceB,"21/05/01,07:02:13",4,SW,31,87,0
DeviceB,"21/05/01,07:08:55",4,E,47,88,27
DeviceB,"21/05/01,07:15:37",9,W,29,8,84
DeviceB,"21/05/01,07:22:19",8,S,44,10,74
DeviceB,"21/05/01,07:29:01",3,N,12,179,64
DeviceB,"21/05/01,07:35:43",4,W,108,57,79
DeviceB,"21/05/01,07:42:25",6,W,18,17,54
DeviceB,"21/05/01,07:50:29",4,W,18,73,51
DeviceB,"21/05/01,07:57:11",0,E,19,16,16
DeviceB,"21/05/01,08:03:53",1,W,86,91,32
DeviceB,"21/05/01,08:10:35",7,E,24,28,71
DeviceB,"21/05/01,08:17:17",1,NE,22,6,77
DeviceB,"21/05/01,08:23:59",0,SE,31,36,50
DeviceB,"21/05/01,08:30:41",0,W,22,27,138
DeviceB,"21/05/01,08:37:23",2,N,28,32,32
DeviceB,"21/05/01,08:44:05",3,W,64,34,32
DeviceB,"21/05/01,08:50:47",0,E,7,51,239
DeviceB,"21/05/01,08:57:29",3,NW,23,47,5
DeviceB,"21/05/01,09:04:11",3,S,26,12,152
DeviceB,"21/05/01,09:10:53",0,W,46,143,14
DeviceB,"21/05/01,09:17:35",2,S,10,87,74
DeviceB,"21/05/01,09:25:40",3,W,18,28,20
DeviceB,"21/05/01,09:32:22",0,W,9,91,56
DeviceB,"21/05/01,09:39:04",2,W,12,39,26
DeviceB,"21/05/01,09:45:46",7,SE,10,30,465
DeviceB,"21/05/01,09:52:28",2,W,57,21,187
DeviceB,"21/05/01,09:59:10",3,SW,52,52,43
DeviceB,"21/05/01,10:05:52",3,NE,32,14,10
DeviceB,"21/05/01,10:12:34",0,W,9,40,22
DeviceB,"21/05/01,10:19:16",0,S,23,26,22
DeviceB,"21/05/01,10:25:58",7,SW,33,6025,123
DeviceB,"21/05/01,10:32:39",1,W,15,84,56
DeviceB,"21/05/01,10:39:21",0,W,22,60,61
DeviceB,"21/05/01,10:46:03",4,E,16,12,94
DeviceB,"21/05/01,10:52:45",4,W,21,32,47
DeviceB,"21/05/01,11:00:50",0,W,11,13,190
DeviceB,"21/05/01,11:07:32",1,E,6,0,43
DeviceB,"21/05/01,11:14:14",2,W,17,27,25
DeviceB,"21/05/01,11:20:56",1,SW,35,42,39
DeviceB,"21/05/01,11:27:37",1,E,23,45,77
DeviceB,"21/05/01,11:34:19",0,W,21,23,46
DeviceB,"21/05/01,11:41:01",2,N,23,36,34
DeviceB,"21/05/01,11:47:43",0,W,72,6113,12
DeviceB,"21/05/01,11:54:25",0,NW,27,11,67
DeviceB,"21/05/01,12:01:07",1,E,35,17,146
DeviceB,"21/05/01,12:07:49",7,NW,14,5967,9
DeviceB,"21/05/01,12:14:31",3,SE,23,41,41
DeviceB,"21/05/01,12:21:12",9,W,6,52,23
DeviceB,"21/05/01,12:27:54",0,SW,16,35,50
DeviceB,"21/05/01,12:35:59",3,W,13,6158,119
DeviceB,"21/05/01,12:42:40",1,NW,23,0,57
DeviceB,"21/05/01,12:49:22",24,SE,7,10,11
DeviceB,"21/05/01,12:56:04",8,W,75,28,40
DeviceB,"21/05/01,13:02:45",4,E,42,36,118
DeviceB,"21/05/01,13:09:27",3,SE,0,21,32
DeviceB,"21/05/01,13:16:09",8,SW,114,4,27
DeviceB,"21/05/01,13:22:51",1,NW,16,40,31
DeviceB,"21/05/01,13:29:32",1,W,6,37,52
DeviceB,"21/05/01,13:36:14",1,W,14,24,80
